author,title,description,url,source,category,published_at,sentiment
marketbeat news,paranovus entertainment technology and cronos group head-to-head analysis,"paranovus entertainment technology and cronos group are both small-cap multi-sector conglomerates companies, but which is the better business we will compare the two businesses based on the strength of their risk, profitability, earnings, dividends, institutional ownership, analyst recommendations and valuation. analyst ratings this is a",https://www.etfdailynews.com/2024/07/12/paranovus-entertainment-technology-nasdaqpavs-and-cronos-group-nasdaqcron-head-to-head-analysis/,Etfdailynews,entertainment,2024-07-12,positive
abmn staff,allied gaming entertainment inc. short interest up 150.7% in june,allied gaming entertainment inc. short interest up 150.7% in june,https://www.americanbankingnews.com/2024/07/12/allied-gaming-entertainment-inc-nasdaqagae-short-interest-up-150-7-in-june.html,Americanbankingnews,entertainment,2024-07-12,neutral
marketbeat news,allied gaming & entertainment inc. short interest up 150.7% in june,"allied gaming & entertainment inc. was the recipient of a significant growth in short interest during the month of june. as of june 30th, there was short interest totalling 207, 600 shares, a growth of 150.7% from the june 15th total of 82, 800 shares. approximately 1.7% of the companys shares are",https://www.etfdailynews.com/2024/07/12/allied-gaming-entertainment-inc-nasdaqagae-short-interest-up-150-7-in-june/,Etfdailynews,entertainment,2024-07-12,positive
hong yoo,bbc to unveil entertainment series encapsulating launch of british k-pop boy group this summer,"bbc is airing the entertainment series made in korea: the k-pop experience this summer, encapsulating the process of launching a british k-pop boy group under the k-pop powerhouse sm entertainment. sm entertainment partnered with the british entertainment company moon&back to launch the upcoming five-member boy group. the six-episode series follows the members being brought together by moon&back and the k-pop training they underwent with sm entertainment. sm entertainment a",https://www.koreaherald.com/view.php?ud=20240712050459,Koreaherald,entertainment,2024-07-12,neutral
hong yoo,unis to return next month with new single ‘curious’,"k-pop girl group unis is making a comeback in august. according to f&f entertainment, unis is introducing its new single curious on aug. 6. unis is a k-pop girl group comprising eight finalists from the sbs audition program universe ticket that debuted with its first mini album we unis in march. the album sold more than 55, 000 copies just within five days of its release. unis recently won the asia star award at the 2024 korea best brand awards held i",https://www.koreaherald.com/view.php?ud=20240712050460,Koreaherald,entertainment,2024-07-12,positive
kayla gregoire,alex cora believes ceddanne rafaela should be in roty conversation,"red sox rookie ceddanne rafaela has been an entertaining player to watch for boston, but he has not been in any rookie of the year talks. rafaelas defense has been big to the red sox this week at shortstop, making plays look easy. on thursday, the rookie made a play that stopped an oakland player",https://nesn.com/2024/07/alex-cora-believes-ceddanne-rafaela-should-be-in-roty-conversation/,Nesn,entertainment,2024-07-12,positive
david,“despicable me 4” delivers family hilarity,"hollywood-the fourth flick, it is hard to believe that we are now being blessed with our fourth entry in the “despicable me” franchise. that’s right “despicable me 4” has arrived at the multiplex. the minions have always been the most entertaining element of the movies in my opinion because their antics are just all over the post “despicable me 4” delivers family hilarity appeared first on canyon news.",https://www.canyon-news.com/despicable-me-4-delivers-family-hilarity/184574,Canyon-News,entertainment,2024-07-12,positive
allan abe,bryson dechambeau & gareth bale steals liv golf andalucia’s spotlight from favorites jon rahm & sergio garcia,"he is americas favorite soon to be spains most-liked golfer as well. bryson dechambeau was spotted gearing up for the liv golf event in andalucia, spain. and he seems to be in his element once again providing ample entertainment for the fans. how is he doing that the professional was spotted collaborating with the welsh the post bryson dechambeau & gareth bale steals liv golf andalucia’s spotlight from favorites jon rahm & sergio garcia appeared first on essentiallysports.",https://www.essentiallysports.com/golf-news-soccer-football-news-bryson-dechambeau-gareth-bale-steals-liv-golf-andalucia-s-spotlight-from-favorites-jon-rahm-sergio-garcia/,Essentially Sports,entertainment,2024-07-12,positive
investing.com,allied gaming & entertainment sees significant insider buying activity,allied gaming & entertainment sees significant insider buying activity,https://www.investing.com/news/company-news/allied-gaming--entertainment-sees-significant-insider-buying-activity-93CH-3516659,Investingcom Stock Market Quotes Financial News,entertainment,2024-07-12,positive
mliss1578,"stream it or skip it: ‘vanished into the night’ on netflix, a taut, silly thriller about a desperate man trying to get back his kidnapped kids","you won't buy all of it, but at least you'll be entertained by it.",https://decider.com/2024/07/11/vanished-into-the-night-netflix-movie-review/,Post,entertainment,2024-07-12,negative
bang showbiz,stanley kubrick estate leads tributes to the shining star shelley duvall,"stanley kubricks estate has led the tributes to shelley duvall. the late director - who died in 1999 at the age of 70 - was at the helm of the 1980 classic horror the shining and following the news that leading actress shelley duvall had passed away herself on thursday , hi...",https://www.castanet.net/news/Entertainment/496760/Stanley-Kubrick-estate-leads-tributes-to-The-Shining-star-Shelley-Duvall,Castanet,entertainment,2024-07-12,negative
the canadian press,the beastie boys sue chili's parent company over alleged misuse of 'sabotage' song in ad,"the beastie boys are suing the parent company of chilis in a case that accuses the chain restaurant of running an advertisement that used the hip-hop trios smash hit sabotage without permission. the rap group, in a federal case filed wednesday in new york, alleged brinker int...",https://www.castanet.net/news/Entertainment/496759/The-Beastie-Boys-sue-Chili-s-parent-company-over-alleged-misuse-of-Sabotage-song-in-ad,Castanet,entertainment,2024-07-12,positive
unknown,"the m&a class action firm investigates merger of strong global entertainment, inc. - sge","new york, july 11, 2024 prnewswire -monteverde associates pc , has recovered money for shareholders and is recognized as a top 50firm in the 2018-2022 iss securities class action services report. we are headquartered at theempire state buildingin new york city and are investigating strong global entertainment, ...",https://www.marketscreener.com/quote/stock/STRONG-GLOBAL-ENTERTAINME-154226644/news/The-M-A-Class-Action-Firm-Investigates-Merger-of-Strong-Global-Entertainment-Inc-SGE-47366714/?utm_medium=RSS&utm_content=20240711,4-Traders,entertainment,2024-07-12,positive
brian cantor,toni breidinger looks beautiful in white on espys red carpet,"less than one hour remains until the annual espys ceremony, and big names from the worlds of sports and entertainment are making their way into the venue. one noteworthy name spotted on the dolby theater red carpet is toni breidinger. the stock car driver wore a white dress for her arrival moment at the event. the post toni breidinger looks beautiful in white on espys red carpet appeared first on headline planet.",https://headlineplanet.com/home/2024/07/11/toni-breidinger-looks-beautiful-in-white-on-espys-red-carpet-special-look/,Headlineplanet,entertainment,2024-07-11,positive
staff@slashgear.com (mark loproto),how to connect more hdmi devices to your tv,"whether youre a gamer or have a hefty entertainment setup, a tv only has so many hdmi ports. heres how to add more hdmi devices with little to no hassle.",https://www.slashgear.com/1615814/connect-more-hdmi-ports-tv/,Slashgear,entertainment,2024-07-11,positive
tess patton,‘entertainment tonight’ slashes news desk by 17 staffers,layoffs impacted employees working on the tv program and its editorial websitethe post ‘entertainment tonight’ slashes news desk by 17 staffers appeared first on thewrap.,https://www.thewrap.com/entertainment-tonight-news-desk-layoffs/,Thewrap,entertainment,2024-07-11,positive
jeff elkins,court ruling halts august election for norman entertainment district tif,"a special election for a tif to develop an entertainment district in north norman was planned for august, but will not take place as scheduled following a ruling thursday at the cleveland county courthouse.",https://journalrecord.com/2024/07/court-ruling-halts-august-election-for-norman-entertainment-district-tif/,Journalrecord,entertainment,2024-07-11,positive
anthony marcusa,lg oled evo g4 review: a stunning entertainment hub,"with so much power and precision, lg's stunning tv can immerse you in content in an almost overwhelming way.",https://www.pocket-lint.com/lg-oled-evo-g4-review/,Pocket-Lint,entertainment,2024-07-11,positive
joseph siemandel,133d army national guard band hits the road during summer tour,"the 133d army national guard band is on the road for its annual “summer tour, ” providing musical entertainment and an education about the washington national guard.",https://www.dvidshub.net/news/475987/133d-army-national-guard-band-hits-road-during-summer-tour,Dvidshub,entertainment,2024-07-11,neutral
hollywood life staff,"baddies steps into tech ring, ready to take on playboy and onlyfans","in a recent statement, baddies entertainment revealed their upcoming plans and bold challenges to industry leaders playboy and onlyfans.",https://hollywoodlife.com/2024/07/11/baddies-takes-on-playboy-and-onlyfans/,Hollywoodlife,entertainment,2024-07-11,positive
stephanie holland,wayne brady battles through ‘throes of depression’ in extremely personal new reality series,"wayne brady is a consummate entertainer. from his recent starring role in “the wiz, ” to hosting “let’s make a deal, ” to “whose line is it anyway, ” he’s done it all. now he’s welcoming fans into his private life with the new freeform reality series, “wayne brady: the family remix.”read more...",https://www.theroot.com/wayne-brady-battles-through-throes-of-depression-in-e-1851587735,Theroot,entertainment,2024-07-11,positive
hollywood life staff,findlay brown is taking on hollywood with authentic studios,"hollywood is a mighty machine that can be somewhat reluctant to change. its approach to content creation, for example, has remained largely the same for decades. findlay brown of authentic studios has embraced a unique approach that differs from the traditional hollywood script. brown’s career in the entertainment world started in the independent film scene...",https://hollywoodlife.com/2024/07/11/findlay-brown/,Hollywoodlife,entertainment,2024-07-11,positive
editor at global grind,megan thee stallion’s first ‘celebrity family feud’ appearance goes viral when she names something ‘curvy’,megan thee stallion's celebrity family feud appearance was as entertaining as her music career. check out the viral clip inside.,https://globalgrind.com/6573321/megan-thee-stallion-celebrity-family-feud/,Globalgrind,entertainment,2024-07-11,positive
unknown,"live nation entertainment : meghan trainor, niki and peach tree rascals showcase how ticketmaster is supporting event discovery and ticket buying on shazam, tiktok and snapchat","ticketmaster is helping fans discover tickets to live events by integrating with social, entertainment and music apps. through a new collaboration with shazam and existing partnerships with tiktok and snapchat, ticketmaster powers more event discovery by meeting fans where they are, making it easier than ever for artists to connect fans to...",https://www.marketscreener.com/quote/stock/LIVE-NATION-ENTERTAINMENT-13449/news/Live-Nation-Entertainment-Meghan-Trainor-NIKI-And-Peach-Tree-Rascals-Showcase-How-Ticketmaster-Is-47365520/?utm_medium=RSS&utm_content=20240711,4-Traders,entertainment,2024-07-11,positive
michael mcwhertor,overwatch 2 is teasing its new hero in game - with some big lore implications,image: blizzard entertainment via polygon ‘space ranger’ crash-landed in dorado this week continue reading,https://www.polygon.com/24196032/overwatch-2-space-ranger-teaser-lore-jiayi,Polygon,entertainment,2024-07-11,neutral
unknown,simon® announces date for its second quarter 2024 earnings release and conference call,"indianapolis, july 11, 2024 prnewswire -simon, a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations, today announced details for its second quarter earnings release and conference call. ...",https://www.marketscreener.com/quote/stock/SIMON-PROPERTY-GROUP-INC-14452/news/Simon-Announces-Date-For-Its-Second-Quarter-2024-Earnings-Release-And-Conference-Call-47365400/?utm_medium=RSS&utm_content=20240711,4-Traders,entertainment,2024-07-11,positive
ryan devault,big brother 26 spoilers: fans won’t meet the full bb26 cast during the first episode,"big brother 26 spoilers from a reliable source reveal that cbs viewers wont meet all the bb26 houseguests during the first night of the season premiere. that spoiler source is host julie chen moonves, who dropped a bombshell during a new interview about the upcoming season. julie was speaking with entertainment tonight when she revealed",https://www.monstersandcritics.com/tv/reality-tv/big-brother-26-spoilers-fans-wont-meet-the-full-bb26-cast-during-the-first-episode/,Monstersandcritics,entertainment,2024-07-11,positive
ryan devault,big brother 26 host says ‘i tip my hat’ to what’s coming this season,"big brother is on the way, and host julie chen moonves has some very positive things to say about this season. while its her job to help create buzz for big brother, julie had some notable moments in a new interview she did for entertainment tonight. the new season begins on july 17 as part",https://www.monstersandcritics.com/tv/reality-tv/big-brother-26-host-says-i-tip-my-hat-to-whats-coming-this-season/,Monstersandcritics,entertainment,2024-07-11,positive
msmash,dvd rental kiosks business redbox is shutting down,"dvd kiosk-rental business redbox is all set to close the shutter. lowpass: the judge overseeing the bankruptcy case of redbox's corporate parent chicken soup for the soul entertainment granted the debtors request to convert it from a chapter 11 bankruptcy to a chapter 7 bankruptcy, effectively paving the way for shutting down the company and liquidating its assets. chicken soup for the soul entertainment's ceo bart schwartz, who had only joined the company two weeks ago, stepped down this morning for unrelated reasons, according to the attorney representing the debtors in the case. companies...",https://entertainment.slashdot.org/story/24/07/11/1814224/dvd-rental-kiosks-business-redbox-is-shutting-down?utm_source=rss1.0mainlinkanon&utm_medium=feed,Slashdot,entertainment,2024-07-11,negative
unknown,tko to announce second quarter 2024 results,"tko issued the following:tko to announce second quarter 2024 results07 11 2024new york- tko group holdings, inc. , a premium sports and entertainment company, will release its second quarter 2024 results prior to the market opening on thursday, august 8, 2024. the live teleconference to discuss these results",http://www.wrestlingnewssource.com/news/88389/TKO-to-Announce-Second-Quarter-2024-Results/,Wrestlingnewssource,entertainment,2024-07-11,positive
admin,"what to stream this week: ‘descendants, ’ megan moroney, ‘sunny’ and new hardy album","- country sensation hardy’s new album and a new “descendants” movie are some of the new television, films, music and games headed to a device near you.also among the streaming offerings worth your time as selected by the associated press’ entertainment journalists: and “faye, ” an authorized but candid portrait of the singular screen legend faye dunaway and megan moroney’s sophomore album release.new movies to stream- underestimate the popularity of the “descendants” films at your own peril. since the 2015 original debuted on the disney channel, the subsequent trilogy...",https://www.samoanews.com/features/what-stream-week-descendants-megan-moroney-sunny-and-new-hardy-album,Samoa News,entertainment,2024-07-11,positive
unknown,atari opens enrollment for its 2024 summer camp program,"the eight-week, online camp celebrates an atari summer tradition with games and activitiesnew york, july 11, 2024 - atari one of the world's most iconic consumer brands and interactive entertainment producers today announced open enrollment for atari summer camp, an eight week online celebration of retro gaming and...",https://www.marketscreener.com/quote/stock/ATARI-S-A-2168735/news/Atari-Opens-Enrollment-for-its-2024-Summer-Camp-Program-47364747/?utm_medium=RSS&utm_content=20240711,4-Traders,entertainment,2024-07-11,positive
davis giangiulio,redbox set to close as dvd market withers in streaming's shadow,"dvd rental service redbox is set to shut down after 22 years in business, as streaming continues to dominate the at-home entertainment market.",https://www.nbcnews.com/business/business-news/redbox-set-close-dvd-market-withers-streamings-shadow-rcna161407,Nbc,entertainment,2024-07-11,negative
news,united states of rugby: dozens of american cities ramp up $80 billion push to host world cups,representatives from dozens of us cities have attended a summit hosted by world rugby in washington dc to hear details about potentially hosting the mens rugby world cup in 2031 and womens world cup in 2033. world rugby believes there is a huge market for the sport in the us and estimates it could generate,https://www.theroar.com.au/2024/07/13/united-states-of-rugby-dozens-of-american-cities-ramp-up-80-billion-push-to-host-world-cups/,The Roar Sports Writers Blog,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.chicoer.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Chicoer,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.paradisepost.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Paradisepost,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.mercurynews.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Mercurynews,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.montereyherald.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Montereyherald,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.dailydemocrat.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Dailydemocrat,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.thereporter.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Thereporter,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.orovillemr.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Orovillemr,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.santacruzsentinel.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Santacruzsentinel,general,2024-07-12,positive
danny emerman,"mike dunleavy jr. details klay thompson’s warriors legacy, departure",the warriors general manager said negotiations between klay thompson and the team were amicable.,https://www.marinij.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,Marinij,general,2024-07-12,positive
unknown,new uk government raises question of change in south china sea policy - analysis,"britain’s new ruling party has pledged a thorough audit of u.k.-china relations to establish a clearer long-term china policy, including its dealings with beijing over the south china sea and taiwan, but analysts say little change is likely in the near future.keir starmer’s labour party won a landslide victory in last week’s general election, ending 14 years of conservative government.u.k. policy has been that it “takes no sides in the sovereignty disputes in the south china sea, but we oppose any activity that undermines or threatens u.n. convention on the law of the sea (unclos...",https://api.follow.it/track-rss-story-click/v3/Qw9d99ManWf1TO0UVMzDoUZPHFZJLI3I,Eurasiareview,general,2024-07-12,positive
daneriveralpc,"snx: this week’s best sneaker drops, including the jordan 1 first in flight, union x nike field general sp ivory & more!",uproxx this week's best sneaker drops and where to find them.,https://uproxx.com/style/best-new-sneakers-this-week-jordan-1-first-in-flight/,Hitfix,general,2024-07-12,positive
unknown,us is only former funder of unrwa that has not returned - official,united nations - un relief and works agency for palestine refugees in the near east commissioner-general philippe lazzarini said all states that stopped funding unrwa with the exception of the united states have resumed their financial support for the agency.,https://sputnikglobe.com/20240712/us-is-only-former-funder-of-unrwa-that-has-not-returned---official-1119357383.html,En,general,2024-07-12,positive
tyler sams,local orchard owner addresses severe drought concerns hopes for rain,"with below-average rain and scorching temperatures, the ongoing drought continues to affect many farmers in western north carolina.don justus, a farmer and the owner of justus orchard in hendersonville, says that he is concerned about the orchard's crops as the drought worsens.we are concerned about it at this time of the season, he said. with us having about 75 acres of apple orchard here, sadly we're at the mercy of mother nature. we do not have any type of irrigation.justus' family has grown and raised apples for four generations.we have one of the best apple crops that we've had in...",https://www.whkp.com/news/local-orchard-owner-addresses-severe-drought-concerns-hopes-for-rain,Whkp,general,2024-07-12,positive
rich miller,show them the money: chicago-area transit agencies want infusions of cash without reforms,"a little-noticed bill passed both the illinois house and senate that will generate $300 million to $400 million a year for local governments, including $95 million to $127 million for the regional transportation authority.senate bill 3362 will help capture sales tax revenue from more out-of-state retailers and in-state retailers who ship to illinoisans in out-of-state locations.the new money is not quite a fifth of the $730 million fiscal cliff that northeastern illinois’ mass transit agencies are facing starting next fiscal year, but it’s a decent start. a down payment, so to speak. but...",https://chicago.suntimes.com/columnists/2024/07/12/cta-president-dorval-carter-transit-rta-metra-pace-fiscal-cliff-reforms-needed-rich-miller,Suntimes,general,2024-07-12,positive
brooke nevins,smdc’s deputy commander for operations receives first star,"the u.s. army space and missile defense command deputy commander for operations formally joined the general officer ranks during a promotion ceremony july 12 at peterson space force base, colorado.",https://www.dvidshub.net/news/476099/smdcs-deputy-commander-operations-receives-first-star,Dvidshub,general,2024-07-12,negative
dottie white,dawber promotion_6169,"lt. gen. sean a. gainey, commanding general, u.s. space and missile defense command, and brig. gen. john l. dawber, smdc deputy commanding general for operations, unfurl the one-star flag at dawber's promotion ceremony at peterson space force base, colorado, july 12, 2024. command sgt. maj. john w. foley, command sergeant major for smdc, presented the flag.",https://www.dvidshub.net/image/8527044/dawber-promotion-6169,Dvidshub,general,2024-07-12,negative
dottie white,dawber promotion_6159,"lt. gen. sean a. gainey, commanding general, u.s. space and missile defense command, administers the oath of office to brig. gen. john l. dawber, smdc deputy commanding general for operations, during dawber's promotion ceremony at peterson space force base, colorado, july 12, 2024.",https://www.dvidshub.net/image/8527038/dawber-promotion-6159,Dvidshub,general,2024-07-12,negative
dottie white,dawber promotion_6140,"lt. gen. sean a. gainey, commanding general, u.s. space and missile defense command, and jennifer dawber, wife of smdc deputy commanding general for operations brig. gen. john l. dawber, pin on dawber's new rank during his promotion ceremony at peterson space force base, colorado, july 12, 2024.",https://www.dvidshub.net/image/8527036/dawber-promotion-6140,Dvidshub,general,2024-07-12,negative
peter,the chronicle 25 years ago,"bulawayo, tuesday, july 13, 1999 - algiers internal conflicts have become the greatest challenge facing the african continent as the world draws to a new millennium, the organisation of african unity secretary general, dr salim ahmed salim, said yesterday. speaking at the opening of the 35th african heads of state and government summit in algiers,",https://www.chronicle.co.zw/the-chronicle-25-years-ago-8/,The Chronicle,general,2024-07-12,positive
unknown,maritime seeks shareholder approval for potential share consolidation,"maritime resources corp. announces that at the annual general and special meeting of shareholders of the company , shareholders will be asked to pass, with or without variation, an ordinary resolution to approve a consolidation of the common shares in the capital of the company on the basis of up to ten pre-consolidation common shares for...",https://www.marketscreener.com/quote/stock/MARITIME-RESOURCES-CORP-49478491/news/Maritime-Seeks-Shareholder-Approval-for-Potential-Share-Consolidation-47374587/?utm_medium=RSS&utm_content=20240712,4-Traders,general,2024-07-12,negative
unknown,maritime resources corp.: maritime seeks shareholder approval for potential share consolidation,"toronto, ontario- - maritime resources corp. announces that at the annual general and special meeting o...",https://www.finanznachrichten.de/nachrichten-2024-07/62722583-maritime-resources-corp-maritime-seeks-shareholder-approval-for-potential-share-consolidation-296.htm,Finanznachrichten,general,2024-07-12,positive
unknown,"unitedhealth 72 hour deadline alert: former louisiana attorney general and kahn swick & foti, llc remind investors with losses in excess of $100, 000 of deadline in class action lawsuit against unitedhealth group inc.- unh","kahn swick foti, llc and ksf partner, the former attorney general of louisiana, charles c. foti, jr., remind investors that they have until july 15, 2024 to file lead plaintiff applications in a securities class action lawsuit against unitedhealth group inc. , if they purchased the companys shares between march 14, 2022, and...",https://www.marketscreener.com/quote/stock/UNITEDHEALTH-GROUP-INC-14750/news/UNITEDHEALTH-72-HOUR-DEADLINE-ALERT-Former-Louisiana-Attorney-General-and-Kahn-Swick-Foti-LLC-Re-47374580/?utm_medium=RSS&utm_content=20240712,4-Traders,general,2024-07-12,positive
kyarra harris,"rosine’s restaurant owner describes mother, founder’s impact in monterey","“to know rosine was a blessing. we will remember her integrity, her endless generosity and her commitment to excellence that spanned generations, ” the statement read.",https://www.montereyherald.com/2024/07/12/rosines-restaurant-owner-describes-mother-founders-impact-in-monterey/,Montereyherald,general,2024-07-12,negative
unknown,meta removes heightened suspension penalties from donald trump's accounts,by sabela ojea meta platforms said that former president donald trump will no longer be subject to its account suspension penalties to ensure americans can hear from the nominees for president ahead of the u.s. general election. the social media company on friday said that the decision comes as it assesses its responsibility to allow...,https://www.marketscreener.com/quote/stock/META-PLATFORMS-INC-10547141/news/Meta-Removes-Heightened-Suspension-Penalties-From-Donald-Trump-s-Accounts-47374577/?utm_medium=RSS&utm_content=20240712,4-Traders,general,2024-07-12,negative
ktvz news sources,high desert food and farm alliance expans fresh local food access in madras,"bend, ore. - the high desert food & farm alliance, a regional nonprofit serving central oregon, is proud to announce the expansion of its fresh harvest kit program into madras, thanks to generous support from republic services. with this grant support, 20 ready-to-make meal kits will be distributed every week for 20 weeks, totalingthe post high desert food and farm alliance expans fresh local food access in madras appeared first on ktvz.",https://ktvz.com/community/community-billboard/2024/07/12/high-desert-food-and-farm-alliance-expans-fresh-local-food-access-in-madras/,Ktvz,general,2024-07-12,positive
senior airman j. michael pena,3rd wing commander completes fini-flight,"u.s. air force airman 1st class mirsad beganovic, a crew chief assigned to the 525th fighter generation squadron, marshals an f-22 raptor piloted by col. kevin jamieson prior to jamieson’s final flight as the 3rd wing commander at joint base elmendorf-richardson, alaska, july 9, 2024. jamieson will relinquish command of the 3rd wing to col. charles schuck july 15, 2024.",https://www.dvidshub.net/image/8527025/3rd-wing-commander-completes-fini-flight,Dvidshub,general,2024-07-12,negative
senior airman j. michael pena,3rd wing commander completes fini flight,"u.s. air force col. kevin jamieson receives a salute from airman 1st class mirsad beganovic, a crew chief assigned to the 525th fighter generation squadron, while piloting an f-22 raptor prior to his final flight as the 3rd wing commander at joint base elmendorf-richardson, alaska, july 9, 2024. jamieson will relinquish command of the 3rd wing to col. charles schuck july 15, 2024.",https://www.dvidshub.net/image/8527029/3rd-wing-commander-completes-fini-flight,Dvidshub,general,2024-07-12,negative
senior airman j. michael pena,3rd wing commander completes final flight,"u.s. air force airman 1st class anthony vendola and airman 1st class matthew chesky, both crew chiefs assigned to the 525th fighter generation squadron, conduct a pre-flight inspection prior to col. kevin jamieson’s final flight as the 3rd wing commander at joint base elmendorf-richardson, alaska, july 9, 2024. jamieson will relinquish command of the 3rd wing to col. charles schuck july 15, 2024.",https://www.dvidshub.net/image/8527023/3rd-wing-commander-completes-final-flight,Dvidshub,general,2024-07-12,negative
senior airman j. michael pena,3rd wing commander completes final flight,"u.s. air force airman 1st class anthony vendola, a crew chief assigned to the 525th fighter generation squadron, conducts a pre-flight inspection prior to col. kevin jamieson’s final flight as the 3rd wing commander at joint base elmendorf-richardson, alaska, july 9, 2024. jamieson will relinquish command of the 3rd wing to col. charles schuck july 15, 2024.",https://www.dvidshub.net/image/8527017/3rd-wing-commander-completes-final-flight,Dvidshub,general,2024-07-12,negative
senior airman j. michael pena,3rd wing commander completes final flight,"u.s. air force airman 1st class mirsad beganovic, a crew chief assigned to the 525th fighter generation squadron, marshals an f-22 raptor piloted by col. kevin jamieson after jamieson’s final flight as the 3rd wing commander at joint base elmendorf-richardson, alaska, july 9, 2024. jamieson will relinquish command of the 3rd wing to col. charles schuck july 15, 2024.",https://www.dvidshub.net/image/8527030/3rd-wing-commander-completes-final-flight,Dvidshub,general,2024-07-12,negative
senior airman j. michael pena,3rd wing commander completes final-flight,"u.s. air force airman 1st class mirsad beganovic, a crew chief assigned to the 525th fighter generation squadron, marshals an f-22 raptor piloted by col. kevin jamieson after jamieson’s final flight as the 3rd wing commander at joint base elmendorf-richardson, alaska, july 9, 2024. jamieson will relinquish command of the 3rd wing to col. charles schuck july 15, 2024.",https://www.dvidshub.net/image/8527031/3rd-wing-commander-completes-final-flight,Dvidshub,general,2024-07-12,negative
senior airman j. michael pena,3rd wing commander completes final flight,"u.s. air force airman 1st class mirsad beganovic, a crew chief assigned to the 525th fighter generation squadron, removes the chalks beneath an f-22 raptor prior to col. kevin jamieson’s final flight as the 3rd wing commander at joint base elmendorf-richardson, alaska, july 9, 2024. jamieson will relinquish command of the 3rd wing to col. charles schuck july 15, 2024.",https://www.dvidshub.net/image/8527024/3rd-wing-commander-completes-final-flight,Dvidshub,general,2024-07-12,negative
senior airman j. michael pena,3rd wing commander completes final flight,"u.s. air force airman 1st class anthony vendola, a crew chief assigned to the 525th fighter generation squadron, conducts a pre-flight inspection prior to col. kevin jamieson’s final flight as the 3rd wing commander at joint base elmendorf-richardson, alaska, july 9, 2024. jamieson will relinquish command of the 3rd wing to col. charles schuck july 15, 2024.",https://www.dvidshub.net/image/8527016/3rd-wing-commander-completes-final-flight,Dvidshub,general,2024-07-12,negative
unknown,solicitor-general declines police request to lay human trafficking charges against hawke’s bay man,police believed they may have uncovered a migrant exploitation ring.,https://www.nzherald.co.nz/hawkes-bay-today/news/solicitor-general-declines-police-request-to-lay-human-trafficking-charges-against-hawkes-bay-man/742CFJFTYJEQ5CA3IZGGFLAR4M/,Nz Herald,general,2024-07-12,neutral
argonne national laboratory,smart diagnostics: how argonne could use generative ai to empower nuclear plant operators,"in a new conference paper, argonne engineers test advanced ai to see if it could help nuclear power plant operators understand and fix problems more easily.",http://www.newswise.com/articles/view/814006/?sc=rssn,Newswise,general,2024-07-12,positive
newswise expert queries,"i'm working on a - emily mullin, wired",i'm working on a story about the next-generation of anti-obesity medications-both,http://www.newswise.com/articles/view/813726/?sc=rsmn,Newswise,general,2024-07-12,neutral
brian cantor,"report: taylor swift’s “tortured poets department” wins another us sales race, earns 12th week at #1 overall","there was some uncertainty as the week began, but taylor swifts the tortured poets department ultimately continues its run as americas #1 album. according to hits daily double, the album sold another 90k us copies during the july 5-11 tracking period. with units from track sales and streams included, the album generated 162.5k in tracking the post report: taylor swifts tortured poets department wins another us sales race, earns 12th week at #1 overall appeared first on headline planet.",https://headlineplanet.com/home/2024/07/12/report-taylor-swifts-tortured-poets-department-wins-another-us-sales-race-earns-12th-week-at-1-overall/,Headlineplanet,general,2024-07-12,positive
